Item Name,Cuisine,Course,Nutritional Profile,Preparation Method,Spiciness Level,Vegan/Vegetarian/Contains-Egg/Non-Veg,Allergens,Flavor Profile,Dietary Restrictions
Karnataka Style Sorakkai Palya Recipe - Karnataka Style Bottle Gourd Sabzi,Indian,Side Dish,"Flavorful, Comforting",Cooked,Spicy,Vegetarian,None,"Flavorful, Comforting",None
Andhra Style Multi Lentil Garelu (Vada Recipe),Indian,Snack,"Crispy, Protein-rich",Fried,Spicy,Vegetarian,None,"Crispy, Protein-rich",None
Grilled Vegetable and Oat Salad Recipe with Feta Cheese,Western,Salad,"Nutrient-rich, Flavorful",Grilled,None,Vegetarian,Dairy,"Flavorful, Nutrient-rich",None
Sweet Potato & Peas Cutlet Recipe,Indian,Snack,"Flavorful, Nutrient-rich",Pan-fried,Spicy,Vegetarian,None,"Flavorful, Nutrient-rich",None
Instant Khaman Dhokla Recipe,Indian,Snack,"Light, Spongy",Steamed,Spicy,Vegetarian,None,"Light, Spongy",None
Amritsari Fish Gravy Recipe,Indian,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Non-Veg,None,"Spicy, Flavorful",None
Kachumber Salad Recipe,Indian,Salad,"Refreshing, Crunchy",Mixed,None,Vegetarian,None,"Refreshing, Crunchy",None
Homemade Nachos Recipe,Mexican,Snack,"Crunchy, Flavorful",Assembled,Spicy,Vegetarian,None,"Crunchy, Flavorful",None
Moong Dal Palak Cheela (Recipe In Hindi),Indian,Breakfast,"Protein-rich, Nutrient-packed",Pan-cooked,Spicy,Vegetarian,None,"Savory, Nutrient-packed",None
Dhaba Style Egg Curry Recipe in Electric Pressure Cooker,Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Non-Veg,None,"Flavorful, Spicy",None
Rumali Roti Recipe,Indian,Bread,"Thin, Soft",Baked,None,Vegetarian,None,"Thin, Soft",None
Sabudana Sandige Recipe - Sabudana Vadam Recipe,Indian,Snack,"Crunchy, Spicy",Sun-dried,Spicy,Vegetarian,None,"Crunchy, Spicy",None
Vendakkai-Vazhakkai Mor Kuzhambu Recipe (Tamil Nadu Style Lady's Finger & Raw Banana Curry),Indian,Main Dish,"Tangy, Flavorful",Cooked,Spicy,Vegetarian,None,"Tangy, Flavorful",None
Pepper Mushroom Stir Fry Recipe,Indian,Side Dish,"Spicy, Flavorful",Stir-fried,Spicy,Vegetarian,None,"Spicy, Flavorful",None
Garlic Crust Vegetable Pizza Recipe,Italian,Main Dish,"Flavorful, Aromatic",Baked,None,Vegetarian,None,"Flavorful, Aromatic",None
Kashmiri Phool Rogan Josh Recipe - Cauliflower in Red Curry,Indian,Main Dish,"Rich, Aromatic",Cooked,Spicy,Vegetarian,None,"Rich, Aromatic",None
Arugula Watermelon and Feta Salad Recipe,Western,Salad,"Refreshing, Tangy",Assembled,None,Vegetarian,Dairy,"Refreshing, Tangy",None
Roasted Walnut Zucchini Carrot Salad in Red Wine Vinaigrette Recipe,Western,Salad,"Nutrient-rich, Flavorful",Assembled,None,Vegetarian,Nuts,"Flavorful, Nutrient-rich",None
Tamil Nadu Style Chicken Salna Recipe,Indian,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Non-Veg,None,"Spicy, Flavorful",None
Bengali Style Labra Recipe - Mix Vegetable Sabzi,Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Dal Banjara (Recipe In Hindi),Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Prawn Balchao Recipe,Goan,Main Dish,"Tangy, Spicy",Cooked,Spicy,Non-Veg,None,"Tangy, Spicy",None
Prawn Masala Rice Recipe,Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Non-Veg,None,"Flavorful, Spicy",None
Chicken Keema Paratha Recipe - Minced Chicken Flat Bread,Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Non-Veg,None,"Flavorful, Spicy",None
Sweet Potato & Neem Leaves Vegetable Curry Recipe,Indian,Main Dish,"Flavorful, Nutrient-rich",Cooked,Spicy,Vegetarian,None,"Flavorful, Nutrient-rich",None
Kashmiri Style Chokh Vangun Recipe - Baingan Masala,Indian,Main Dish,"Flavorful, Aromatic",Cooked,Spicy,Vegetarian,None,"Flavorful, Aromatic",None
South Indian Egg Curry Recipe,Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Non-Veg,None,"Flavorful, Spicy",None
No-Bake Tangy Lemon Pie Recipe,Western,Dessert,"Tangy, Refreshing",Assembled,None,Vegetarian,None,"Tangy, Refreshing",None
Toffee Banana Recipe (Classic Chinese Dessert),Chinese,Dessert,"Sweet, Indulgent",Mixed,None,Vegetarian,None,"Sweet, Indulgent",None
Instant Gor Kairi Lonche Recipe - Sweet Raw Mango Pickle,Indian,Condiment,"Tangy, Spicy",Mixed,Spicy,Vegetarian,None,"Tangy, Spicy",None
15 Minutes Mexican Fried Rice Recipe,Mexican,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Bottle Gourd Ice Cream Recipe - Lauki Ice Cream,Indian,Dessert,"Refreshing, Creamy",Frozen,None,Vegetarian,Dairy,"Refreshing, Creamy",None
Vazhakkai Varuval Recipe- Raw Banana Roast Recipe,Indian,Main Dish,"Flavorful, Spicy",Pan-fried,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Peshawari Kala Chana (Recipe In Hindi),Indian,Main Dish,"Protein-rich, Flavorful",Cooked,Spicy,Vegetarian,None,Flavorful,None
Karwar Style Kairichi Udid Methi Recipe (Raw Mango Methi Curry),Indian,Main Dish,"Tangy, Spicy",Cooked,Spicy,Vegetarian,None,"Tangy, Spicy",None
Pepper Murukku Recipe - South Indian Style Chakli,Indian,Snack,"Crunchy, Spicy",Fried,Spicy,Vegetarian,None,"Spicy, Crunchy",None
Orange Mocktail Recipe,Western,Beverage,"Refreshing, Citrusy",Mixed,None,Vegetarian,None,Citrusy,None
Raw Mango Carrot Cucumber Salad Recipe With Peanuts,Indian,Salad,"Refreshing, Crunchy",Mixed,None,Vegetarian,Peanuts,"Refreshing, Crunchy",None
Chicken And Shrimp Bánh Xèo Recipe - Vietnamese Stuffed Crepe,Vietnamese,Main Dish,"Flavorful, Savory",Cooked,Spicy,Non-Veg,Shellfish,"Flavorful, Savory",Shellfish Allergy
Kashmiri Chhir Chot Recipe- Rice Pancakes,Indian,Breakfast,"Sweet, Fragrant",Cooked,None,Vegetarian,None,"Sweet, Fragrant",None
Chow Chow Sambar Recipe (Chayote Squash Sambar),Indian,Main Dish,"Flavorful, Tangy",Cooked,Spicy,Vegetarian,None,"Flavorful, Tangy",None
Muttaikose Poriyal Recipe - Purple Cabbage Poriyal,Red Cabbage Sabzi,Indian,Side Dish,"Nutrient-rich, Flavorful",Cooked,Spicy,Vegetarian,None,Variable
Basil Pesto Grilled Chicken Recipe,Italian,Main Dish,"Flavorful, Aromatic",Grilled,None,Non-Veg,Dairy,"Flavorful, Aromatic",None
Menthya Matvadi Palya Recipe - Madhwa Brahmin Style Methi-Chana Dal Sabzi,Indian,Side Dish,"Nutrient-rich, Flavorful",Cooked,Spicy,Vegetarian,None,Flavorful,None
Goan Sorak Curry Recipe,Indian,Main Dish,"Tangy, Spicy",Cooked,Spicy,Vegetarian,None,"Tangy, Spicy",None
Stir Fried Tofu and Celery Recipe,Asian,Main Dish,"Light, Flavorful",Stir-fried,Spicy,Vegetarian,None,"Light, Flavorful",None
Ice Wine Panna Cotta Recipe,Western,Dessert,"Creamy, Indulgent",Prepared,None,Vegetarian,Dairy,"Creamy, Indulgent",None
Danyachi Amti Recipe (Maharashtrian Style Groundnut Curry),Indian,Main Dish,"Nutty, Flavorful",Cooked,Spicy,Vegetarian,Peanuts,"Nutty, Flavorful",Peanut Allergy
Pacha Payir Kulambu Recipe (South Indian Style Green Gram Curry),Indian,Main Dish,"Protein-rich, Flavorful",Cooked,Spicy,Vegetarian,None,"Flavorful, Protein-rich",None
Whole Wheat And Ragi Crepe With Muesli And Strawberry Recipe,Indian,Breakfast,"Nutrient-rich, Flavorful",Prepared,None,Vegetarian,None,"Flavorful, Nutrient-rich",None
Palak Bhajia Recipe - Spinach Pakoras,Indian,Snack,"Crispy, Flavorful",Fried,Spicy,Vegetarian,None,"Crispy, Flavorful",None
Chinese Bhel Recipe - No Onion No Garlic,Chinese,Snack,"Crunchy, Spicy",Mixed,Spicy,Vegetarian,None,"Crunchy, Spicy",None
Corn Halwa Recipe - Makki Ka Halwa,Indian,Dessert,"Sweet, Indulgent",Cooked,None,Vegetarian,None,"Sweet, Indulgent",None
Thandu Keerai Poriyal Recipe - Amaranth Leaves Stir Fry,Indian,Side Dish,"Nutrient-rich, Flavorful",Cooked,Spicy,Vegetarian,None,"Flavorful, Nutrient-rich",None
Kovakka Thoran (Poriyal) Recipe,Indian,Side Dish,"Flavorful, Nutrient-rich",Cooked,Spicy,Vegetarian,None,"Flavorful, Nutrient-rich",None
Chicken Tikki Recipe,Indian,Snack,"Flavorful, Spicy",Pan-fried,Spicy,Non-Veg,None,"Flavorful, Spicy",None
Red Velvet Cake Recipe,Western,Dessert,"Rich, Indulgent",Baked,None,Vegetarian,Dairy,"Rich, Indulgent",None
Karatyacho Fodi Recipe - Pan Fried Bitter Gourd,Indian,Snack,"Crispy, Bitter",Fried,Spicy,Vegetarian,None,"Crispy, Bitter",None
Jowar Atta Roti Recipe - Sorghum Wheat Phulka Recipe,Indian,Bread,"Nutrient-rich, Light",Baked,None,Vegetarian,None,"Nutrient-rich, Light",None
Cream Cheese Scrambled Eggs Recipe,Western,Breakfast,"Creamy, Flavorful",Cooked,None,Vegetarian,Dairy,"Creamy, Flavorful",None
Pavakkai Poriyal Recipe - Karela Ki Sabzi,Indian,Side Dish,"Bitter, Flavorful",Cooked,Spicy,Vegetarian,None,"Bitter, Flavorful",None
Manga Ogre Recipe,Indian,Dessert,"Sweet, Tangy",Mixed,None,Vegetarian,None,"Sweet, Tangy",None
Lobia Masala Recipe,Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Vietnamese Rice Pocket Recipe With Caramelised Onions & Chillies,Vietnamese,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Mixed Vegetable Samosa Recipe,Indian,Snack,"Crispy, Flavorful",Fried,Spicy,Vegetarian,None,"Crispy, Flavorful",None
Lugai Gosht Recipe - Mutton In Spicy Tomato Onion Gravy,Indian,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Non-Veg,None,"Spicy, Flavorful",None
Kalkandu (Kallusakkare) Pongal Recipe,Rice Pudding with Rock Candy,Indian,Dessert,"Sweet, Aromatic",Cooked,None,Vegetarian,None,Variable
Shakkarkandi ke Laddu,Sweet Potato Laddu Recipe,Indian,Dessert,"Sweet, Nutrient-rich",Prepared,None,Vegetarian,None,Variable
Carrot Chutney (Recipe In Hindi),Indian,Condiment,"Tangy, Spicy",Mixed,Spicy,Vegetarian,None,"Tangy, Spicy",None
Dal Palak Recipe With Moong & Masoor Dal,Indian,Main Dish,"Nutrient-rich, Flavorful",Cooked,Spicy,Vegetarian,None,"Flavorful, Nutrient-rich",None
Mumbai Style Pani Puri Recipe,Indian,Snack,"Tangy, Spicy",Assembled,Spicy,Vegetarian,None,"Tangy, Spicy",None
Spicy Moroccan Eggs Recipe,Moroccan,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Vegetarian,None,"Spicy, Flavorful",None
Zoodles Salad Recipe - Zucchini Noodles,Western,Salad,"Refreshing, Crunchy",Assembled,None,Vegetarian,None,"Refreshing, Crunchy",None
Paneer Makhana Gulgule Chaat Recipe - No Onion No Garlic,Indian,Snack,"Crunchy, Flavorful",Mixed,Spicy,Vegetarian,None,"Crunchy, Flavorful",None
Cheesy Pasta Casserole With Broccoli And Cheese Recipe,Western,Main Dish,"Cheesy, Indulgent",Baked,None,Vegetarian,Dairy,"Cheesy, Indulgent",None
Insalata Caprese Salad Recipe,Italian,Salad,"Fresh, Light",Assembled,None,Vegetarian,Dairy,"Fresh, Light",None
Mutton Matar Keema Recipe -Minced Mutton With Green Peas,Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Non-Veg,None,"Flavorful, Spicy",None
Rajma Wrap Recipe With Carrot Cucumber Sandwich Spread,Indian,Main Dish,"Crunchy, Flavorful",Assembled,None,Vegetarian,None,"Crunchy, Flavorful",None
Palak Chana Dal Recipe,Indian,Main Dish,"Flavorful, Nutrient-rich",Cooked,Spicy,Vegetarian,None,"Flavorful, Nutrient-rich",None
Apple Pancake Mess Recipe,Western,Breakfast,"Sweet, Tart",Cooked,None,Vegetarian,None,"Sweet, Tart",None
French Onion Tart Recipe,French,Main Dish,"Savory, Aromatic",Baked,None,Vegetarian,Dairy,"Savory, Aromatic",None
Rajasthani Makki Ka Chatpata Dhokla Recipe,Indian,Snack,"Tangy, Spicy",Steamed,Spicy,Vegetarian,None,"Tangy, Spicy",None
Garlic And Mushroom Soup Recipe,Western,Soup,"Aromatic, Comforting",Cooked,None,Vegetarian,None,"Aromatic, Comforting",None
Arbi Ke Meethe Chande Recipe,Indian,Dessert,"Sweet, Indulgent",Cooked,None,Vegetarian,None,"Sweet, Indulgent",None
Millet Cottage Cheese Fritters Recipe-Flavored With Za'atar,Indian,Snack,"Protein-rich, Flavorful",Fried,Spicy,Vegetarian,Dairy,"Flavorful, Protein-rich",None
Spicy Whole Wheat Roti Taco Bowls Recipe,Mexican,Main Dish,"Spicy, Nutrient-rich",Cooked,Spicy,Vegan,None,"Spicy, Nutrient-rich",None
Egyptian Koshari Recipe,Egyptian,Main Dish,"Hearty, Flavorful",Cooked,Spicy,Vegan,None,"Hearty, Flavorful",None
Shakarkandi Ke Gulab Jamun Recipe (Sweet Potato Gulab Jamun),Indian,Dessert,"Sweet, Indulgent",Cooked,None,Vegetarian,Dairy,"Sweet, Indulgent",None
Kadai Chicken Recipe - Chicken Cooked With Onion And Capsicum,Indian,Main Dish,"Protein-rich, Flavorful",Cooked,Spicy,Non-Veg,None,"Flavorful, Protein-rich",None
Hayagreeva Recipe,Indian,Dessert,"Sweet, Nutty",Cooked,None,Vegetarian,Nuts,"Sweet, Nutty",Nut Allergy
Burnt Garlic Pasta with Mushroom Recipe,Italian,Main Dish,"Garlicky, Savory",Cooked,None,Vegetarian,None,"Garlicky, Savory",None
Tomato Garlic Chutney Recipe,Indian,Condiment,"Tangy, Garlicky",Mixed,Spicy,Vegetarian,None,"Tangy, Garlicky",None
Neymeen Vatti Pattichathu Recipe - Seer Fish In Spicy Masala,Indian,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Non-Veg,Fish,"Spicy, Flavorful",Fish Allergy
Moroccan Chickpeas Curry with Quinoa and Coriander Curd Recipe,Moroccan,Main Dish,"Flavorful, Protein-rich",Cooked,Spicy,Vegan,None,"Flavorful, Protein-rich",None
Mutton Khurdi Recipe - Bohra Style White Mutton Stock Soup,Indian,Soup,"Flavorful, Comforting",Cooked,None,Non-Veg,None,"Flavorful, Comforting",None
Iyengar Style Masala Toast Recipe,Indian,Snack,"Spicy, Flavorful",Toasted,Spicy,Vegetarian,None,"Spicy, Flavorful",None
Andhra Style Mutton Curry Recipe,Indian,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Non-Veg,None,"Spicy, Flavorful",None
Delicious Arabic Sweet Kunafa Recipe (Knafeh),Middle Eastern,Dessert,"Sweet, Indulgent",Baked,None,Vegetarian,Dairy,"Sweet, Indulgent",None
Pineapple Carpaccio Recipe - Spiced Pineapple Salad with Ginger & Mint,Western,Salad,"Refreshing, Spicy",Mixed,Spicy,Vegan,None,"Refreshing, Spicy",None
Churros Recipe With Cinnamon & Sugar,Eggless Recipe,Spanish,Dessert,"Sweet, Crunchy",Fried,None,Vegetarian,None,Variable
Buttered Potato Cubes Recipe - Finger Food For Babies Above 9 Months,Western,Snack,"Soft, Buttery",Boiled,None,Vegetarian,Dairy,"Soft, Buttery",None
Sweet Potato & Green Bean Salad Recipe,Western,Salad,"Sweet, Crunchy",Mixed,None,Vegan,None,"Sweet, Crunchy",None
Shikampuri Kebab Recipe - Kebabs made with Brown Chickpeas,Indian,Appetizer,"Flavorful, Protein-rich",Cooked,Spicy,Vegetarian,None,"Flavorful, Protein-rich",None
Dum Ke Baingan Recipe,Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Healthy Black Bean Burger Recipe Without Bun,Western,Main Dish,"Protein-rich, Flavorful",Cooked,Spicy,Vegan,None,"Flavorful, Protein-rich",None
Chettinad Poondu Rasam Recipe,Spicy Garlic Rasam,Indian,Soup,"Spicy, Aromatic",Cooked,Spicy,Vegan,None,Variable
Bonda Mor Kuzhambu Recipe,Indian,Main Dish,"Tangy, Spicy",Cooked,Spicy,Vegan,None,"Tangy, Spicy",None
Chana Turai/Nenua Chana Sabzi Recipe (Ridge Gourd with Black Chana Recipe),Indian,Main Dish,"Flavorful, Protein-rich",Cooked,Spicy,Vegetarian,None,"Flavorful, Protein-rich",None
Coorg Style Bollari Barthad Recipe - Mangalore Cucumber Stir Fry,Indian,Side Dish,"Flavorful, Spicy",Cooked,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Spinach Cottage Cheese Cannelloni in Roasted Pepper Sauce Recipe,Italian,Main Dish,"Cheesy, Flavorful",Baked,None,Vegetarian,Dairy,"Cheesy, Flavorful",None
Lahsuni Paneer Recipe - Paneer Flavoured With Garlic,Indian,Main Dish,"Garlicky, Flavorful",Cooked,None,Vegetarian,Dairy,"Garlicky, Flavorful",None
Kandathippili Rasam Recipe - Long Pepper Rasam,Indian,Soup,"Spicy, Aromatic",Cooked,Spicy,Vegan,None,"Spicy, Aromatic",None
Mavinakayi Menasinakai Curry Recipe - Raw Mango Coconut Curry,Indian,Main Dish,"Tangy, Coconutty",Cooked,Spicy,Vegan,None,"Tangy, Coconutty",None
Aloo Chaat Recipe With Baked Beans - Roz Ka Khana With Figaro Olive Oil,Indian,Snack,"Tangy, Spicy",Mixed,Spicy,Vegetarian,None,"Tangy, Spicy",None
Soft Masala Dosa With Red Chutney Recipe,Indian,Breakfast,"Spicy, Flavorful",Cooked,Spicy,Vegetarian,None,"Spicy, Flavorful",None
"Sweet Potato, Broccoli And Tofu Curry Recipe",Indian,Main Dish,"Flavorful, Nutrient-rich",Cooked,Spicy,Vegan,None,"Flavorful, Nutrient-rich",None
Crispy Crunchy Roti Ke Papad Recipe,Indian,Snack,"Crispy, Flavorful",Fried,None,Vegetarian,None,"Crispy, Flavorful",None
Capsicum Masala Poriyal Recipe (South Indian Style Bell Pepper Stir Fry),Indian,Side Dish,"Flavorful, Spicy",Cooked,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Chicken Manchurian Dry Recipe,Chinese,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Non-Veg,None,"Spicy, Flavorful",None
Pepper Tea Recipe - Kali Mirch Chai,Indian,Beverage,"Spicy, Aromatic",Boiled,Spicy,Vegan,None,"Spicy, Aromatic",None
Cumin Spiced Potato And Leek Soup Recipe,Western,Soup,"Aromatic, Comforting",Cooked,None,Vegan,None,"Aromatic, Comforting",None
Lebanese Style Shish Tawook Recipe - Grilled Chicken Skewers,Lebanese,Main Dish,"Flavorful, Protein-rich",Grilled,Spicy,Non-Veg,None,"Flavorful, Protein-rich",None
Bengali Bhindi Doi Posto Recipe,Indian,Main Dish,"Creamy, Flavorful",Cooked,None,Vegetarian,Dairy,"Creamy, Flavorful",None
Cajun Kidney beans Rice With Soya Chunks Recipe,Cajun,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Vegan,None,"Spicy, Flavorful",None
Persian Chicken Kidney Bean Stew Recipe,Persian,Main Dish,"Flavorful, Comforting",Cooked,None,Non-Veg,None,"Flavorful, Comforting",None
Papad er Dalna Recipe - Bengali Papad Curry,Indian,Main Dish,"Tangy, Flavorful",Cooked,Spicy,Vegetarian,None,"Tangy, Flavorful",None
Cheesy Potato Peas Potli Recipe,Indian,Snack,"Cheesy, Flavorful",Fried,None,Vegetarian,Dairy,"Cheesy, Flavorful",None
Pudina Rice Recipe,Indian,Main Dish,"Refreshing, Flavorful",Cooked,None,Vegan,None,"Refreshing, Flavorful",None
Sugar Free Pineapple Dates Cake Recipe,Western,Dessert,"Sweet, Aromatic",Baked,None,Vegetarian,None,"Sweet, Aromatic",None
Kathal Masaledar Sabzi Recipe - Jackfruit Masala Sabzi,Indian,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Vegetarian,None,"Spicy, Flavorful",None
Delicious Breakfast Anda Ghotala Recipe With Butter Pav,Indian,Breakfast,"Flavorful, Protein-rich",Cooked,Spicy,Non-Veg,Dairy,"Flavorful, Protein-rich",None
Achari Aloo Sabzi Recipe - Potatoes In Spicy Pickle Masala,Indian,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Vegetarian,None,"Spicy, Flavorful",None
Panjiri Ladoo Recipe,Indian,Dessert,"Nutrient-rich, Sweet",Mixed,None,Vegetarian,Nuts,"Nutrient-rich, Sweet",Nut Allergy
Palak Paneer Bhurji Recipe - Spiced Cottage Cheese Scramble With Spinach Recipe,Indian,Main Dish,"Protein-rich, Flavorful",Cooked,Spicy,Vegetarian,Dairy,"Spicy, Flavorful",None
Fujian Style Green Vegetables Stir Fry Recipe,Chinese,Main Dish,"Nutrient-rich, Flavorful",Stir-Fried,Spicy,Vegan,None,Flavorful,None
Petha Wadi Sabzi Recipe,Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Jain Style Dal Makhani Recipe,Indian,Main Dish,"Protein-rich, Flavorful",Cooked,Spicy,Vegetarian,None,Flavorful,None
Adraki Rajma Masala Recipe - Rajma Masala Recipe,Indian,Main Dish,"Protein-rich, Flavorful",Cooked,Spicy,Vegan,None,Flavorful,None
Muesli Banana Fritters Recipe,Western,Dessert,"Indulgent, Crunchy",Fried,None,Vegetarian,None,"Indulgent, Crunchy",None
Canadian Egg Free Butter Tart Recipe (Eggless),Canadian,Dessert,"Buttery, Sweet",Baked,None,Vegetarian,Dairy,"Buttery, Sweet",None
Beet Carrot and Apple Salad in Orange Mustard Vinaigrette Recipe,Western,Salad,"Refreshing, Tangy",Mixed,None,Vegan,None,"Refreshing, Tangy",None
Mango Tomato Bean Salsa Recipe,Mexican,Appetizer,"Refreshing, Tangy",Mixed,None,Vegan,None,"Refreshing, Tangy",None
Guacamole Soup Recipe - Spiced Avocado Soup,Mexican,Soup,"Creamy, Spicy",Cooked,Spicy,Vegan,None,"Creamy, Spicy",None
High Protein Soya Idli & Dosa Batter Recipe,Indian,Breakfast,"Protein-rich, Nutrient-rich",Fermented,None,Vegetarian,Soy,"Nutrient-rich, Protein-rich",Soy Allergy
"Bread, Paneer & Potato Instant Vada Recipe",Indian,Snack,"Crunchy, Flavorful",Fried,None,Vegetarian,Dairy,"Crunchy, Flavorful",None
Carrot Beet Amaranth Super Salad Recipe,Western,Salad,"Nutrient-rich, Colorful",Mixed,None,Vegan,None,"Nutrient-rich, Colorful",None
Paneer Kundan With Recipe,Indian,Main Dish,"Flavorful, Rich",Cooked,None,Vegetarian,Dairy,"Flavorful, Rich",None
Rajasthani Govind Gatta Curry Recipe,Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Vegetarian,None,"Flavorful, Spicy",None
Maheri Recipe,Indian,Main Dish,"Flavorful, Tangy",Cooked,None,Vegetarian,None,"Flavorful, Tangy",None
Tamatar Wali Arbi Sabzi Recipe,Indian,Main Dish,"Flavorful, Tangy",Cooked,Spicy,Vegetarian,None,"Flavorful, Tangy",None
Achari Paratha Roll Recipe,Indian,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Vegetarian,None,"Spicy, Flavorful",None
Garlic Spinach Balls Recipe,Western,Appetizer,"Garlicky, Flavorful",Cooked,None,Vegetarian,None,"Garlicky, Flavorful",None
Carrot Matar Paratha Recipe,Indian,Main Dish,"Flavorful, Nutrient-rich",Cooked,Spicy,Vegetarian,None,"Flavorful, Nutrient-rich",None
Eggplant Potato Alkaline Broth Recipe,Indian,Soup,"Comforting, Flavorful",Cooked,None,Vegan,None,"Comforting, Flavorful",None
Steamed Sweet Corn Recipe Flavored with Chaat Masala Recipe,Indian,Snack,"Flavorful, Spicy",Steamed,Spicy,Vegan,None,"Flavorful, Spicy",None
Jalapeno Potato Cheese Balls Recipe With Four Pepper Cheese Dip,Western,Appetizer,"Spicy, Cheesy",Fried,Spicy,Vegetarian,Dairy,"Spicy, Cheesy",None
Banana-Almond Butter Bread Recipe,Western,Breakfast,"Nutty, Sweet",Baked,None,Vegetarian,Nuts,"Nutty, Sweet",Nut Allergy
Masala Akki Roti Recipe - Spicy Rice Flour Flatbread,Indian,Main Dish,"Spicy, Flavorful",Cooked,Spicy,Vegetarian,None,"Spicy, Flavorful",None
Eggless Wholewheat And Custard Powder Coconut Cookies Recipe,Western,Dessert,"Sweet, Crunchy",Baked,None,Vegetarian,None,"Sweet, Crunchy",None
Oats And Date Cookie Recipe,Western,Dessert,"Nutty, Sweet",Baked,None,Vegetarian,None,"Nutty, Sweet",None
Kongunadu Special Pattani Biryani Recipe (Green Peas Biryani From Kongunadu),Indian,Main Dish,"Flavorful, Spicy",Cooked,Spicy,Vegan,None,"Flavorful, Spicy",None
